Island name,Human_density,Surface,Elevation,distanceMain,EVI,Temperature,Precipitations,Perimeter depth ,Connectivity,Radiality,Lizard richness,Snake_presence,Acanthodactylus schreiberi,Algyroides fitzingeri,Archaeolacerta bedriagae,Euleptes europaea,Mediodactylus bartoni,Mediodactylus oertzeni,Phoenicolacerta troodica,Podarcis lilfordi,Podarcis pityusensis,Podarcis latastei,Podarcis raffonei,Podarcis tiliguerta,Podarcis waglerianus,Podarcis filfolensis,Podarcis cretensis,Podarcis gaigae,Podarcis levendis,Podarcis milensis,Lacerta citrovittata,Ablepharus budaki,Ablepharus kitaibelii,Anatololacerta pelasgiana,Anguis graeca,Anguis veronensis,Blanus strauchi,Chalcides chalcides,Chalcides ocellatus,Chamaeleo chamaeleon,Eumeces schneiderii,Hemidactylus turcicus,Heremites auratus,Heremites vittatus,Lacerta bilineata,Lacerta diplochondrodes,Lacerta trilineata,Lacerta viridis,Mediodactylus kotschyi,Mediodactylus orientalis,Ophiomorus punctatissimus,Ophisops elegans,Podarcis erhardii,Podarcis muralis,Podarcis siculus,Psammodromus algirus,Pseudopus apodus,Scelarcis perspicillata,Stellagama stellio,Tarentola mauritanica,Timon lepidus,Timon pater
Orto Piccolo,0,0.00155,36,175000,0.034,16.0792,716,-301.51,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Sbiro,0,0.0045,20,177073.45,0.131,16.325,708,-563.33,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Chiumi,0,0.001081,10,179626.69,0.07,16.3583,690,-292.01,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corsica,37,8681,2706,83000,0.463,13.25,769.11,-433.96,9.234 ,1.000 ,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Punta Capigliolo,0,0.00715,4,174996.95,0.051,16.1208,670,180.99,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta di Palmentoju,0,0.0078,4,174832.84,0.051,15.7083,664,129.92,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Porri,0,0.0132,31,197000,0.174,16.5625,617,-439.41,-1.000 ,0.999 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolotto,0,0.0087,33,197000,0.134,16.5625,617,-466.7,1.000 ,0.998 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cala d'Alga,0,0.008,30,197000,0.103,16.5625,617,-475.85,1.000 ,0.997 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezzu Mare,0,0.372,80,197000,0.463,16.5625,617,-475.85,-1.000 ,0.997 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piana,0,0.04033,9,189188.27,0.238,16.575,590,-127.9,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fautea,0,0.00525,21,158216.03,0.049,17.0333,501,-74.07,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roscana,0,0.00315,19,159798.66,0.025,16.9625,491,-91.73,-0.183 ,0.998 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nord de Pinarellu,0,0.0033,12,162000,0.037,17.1542,491,-55.33,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Pinarellu ,0,0.21,52,162000,0.299,17.1542,491,-55.33,-0.015 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Ciprianu,0,0.04,27,166000,0.296,17.2667,489,39.89,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Cornuta,0,0.012,15,165000,0.228,17.2667,489,21.34,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. de San Ciprianu,0,0.00232,2.5,166580.64,0,17.2792,487,57.4,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziglione,0,0.00235,13,173000,0.089,17.0292,492,122.22,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eccica,0,0.008,8,207075.41,0.047,16.4417,541,-427.12,-0.183 ,0.998 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Farina,0,0.01516,21,167000,0.235,17.2625,482,-15.67,-0.183 ,1.000 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senetosa,0,0.02885,19,206513.44,0.089,16.7,535,-220.29,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forana,0,0.1548,34,168741.02,0.396,17.3167,473,-36.64,0.153 ,0.996 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nord Maestro Maria,0,0.0038,3,168741.02,0.144,17.3167,473,-35.42,-0.015 ,0.996 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Vacca,0,0.0048,24,169000,0.044,17.3167,473,-65.01,-0.183 ,0.994 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maestro Maria,0,0.0282,5,171000,0.387,17.3167,473,-34.68,0.153 ,0.996 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piana,0,0.1849,36,174000,0.397,17.3167,473,-31.33,-0.015 ,0.996 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de la Folaccheda NO,0,0.00021,5,175000,0.087,16.9792,489,5.82,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de la Folaccheda,0,0.0009,8,175000,0.087,16.9792,489,5.82,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folaca,0,0.004,11,175000,0.049,16.9792,489,7.47,-0.183 ,0.999 ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acciaju sud,0,0.00145,4,173992.69,0,16.9792,489,11.11,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pietracaggiosa,0,0.0458,20,171638.41,0.362,17.1875,482,-26.79,-0.183 ,0.994 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du Torello,0,0.003,20,174000,0.036,17.3167,473,-50.82,-0.183 ,0.985 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro Grande,0,0.0162,34,174000,0.093,17.3167,473,-50.82,0.489 ,0.985 ,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toro Piccolo, 2emeR",0,0.0006,10,174000,0.077,17.3167,473,-50.82,-0.015 ,0.985 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toro Piccolo, 1erR",0,0.0011,18,174000,0.077,17.3167,473,-50.82,0.153 ,0.985 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro Piccolo,0,0.0051,29,174000,0.077,17.3167,473,-50.82,-0.015 ,0.985 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du Port,0,0.01245,4,194061.25,0.253,16.9333,498,178.62,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porraja,0,0.00315,4,196104.67,0.071,16.7792,497,138.92,-0.183 ,0.999 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Ilot des Bruzzi,0,0.00888,6,197000,0.185,16.6833,505,75.52,-0.015 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moyen Ilot des Bruzzi,0,0.00267,3,197000,0.068,16.6833,505,75.52,-0.183 ,0.999 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Figari,0,0.00375,4,197315.81,0.037,16.5583,500,114.6,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R de la Tonnara,0,0.00306,8,197000,0.065,16.675,488,13.53,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonnara,0,0.01102,6,197000,0.109,16.675,488,13.53,0.153 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sud de la Tonnara,0,0.0059,3,197000,0.058,16.7125,483,13.53,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fazzuolo Grande,0,0.01213,31,195000,0.196,16.6458,484,-10.37,-0.015 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porragia Piccola,0,0.0069,6,187387.33,0.098,16.8958,469,-19.78,-0.183 ,0.996 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porragia Grande,0,0.0166,19,187387.33,0.219,16.8958,469,-19.78,-0.015 ,0.996 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fazzuolo Piccolo,0,0.0024,17,195000,0.086,16.6625,482,-10.37,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouest de Ratino,0,0.00125,3,191137.2,0,16.9083,472,-25.56,-0.183 ,0.996 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratino,0,0.04905,15,191137.2,0.404,16.9083,472,-25.56,0.489 ,0.997 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Est de Ratino,0,0.0005,3,191137.2,0,16.9083,472,-25.56,-0.183 ,0.997 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piana,0,0.0645,9,191314.14,0.334,16.95,465,-28.55,0.153 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sud de Ratino,0,0.0033,4,191137.2,0.023,16.9083,472,-27.16,-0.015 ,0.997 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sperduto Grande,0,0.01071,12,186608.61,0.057,16.8792,463,-44.58,-0.015 ,0.990 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sperduto Piccolo,0,0.00303,8,186608.61,0.049,16.8792,463,-44.58,-0.183 ,0.990 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavallo,25,1.20453,32,189038.2,0.327,16.8792,463,-37.4,0.489 ,0.995 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Antoine,0,0.00607,22,196842.7,0.116,16.4875,475,-34.9,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camaro Canto,0,0.00369,10,189038.2,0.067,16.8792,463,-37.4,-0.183 ,0.995 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Bainsu,0,0.01875,17,189038.2,0.103,16.8792,463,-37.4,-0.183 ,0.995 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi A,0,0.02594,18,194000,0.043,16.8792,463,-40.88,-0.183 ,0.991 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi E,0,0.02109,16,194000,0.032,16.8792,463,-40.88,-0.183 ,0.991 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi D,0,0.00422,7,194000,0.049,16.8792,463,-40.88,-0.183 ,0.992 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi B,0,0.02391,29,194000,0.09,16.8792,463,-40.88,-0.183 ,0.992 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi C,0,0.0064,15,194000,0.042,16.8792,463,-40.88,-0.183 ,0.992 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi F,0,0.0097,20,194000,0.077,16.8792,463,-40.88,-0.183 ,0.992 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavezzi,0,0.72937,40,194000,0.269,16.8792,463,-40.88,0.826 ,0.992 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Presa,0,0.3,33,189000,0.362,17.0208,440,-53.19,0.000 ,0.982 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capicciolu,0,0.02,21,190000,0.168,17.0208,440,-53.19,-0.779 ,0.982 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razzoli,0,1.9,51,191000,0.267,17.0333,444,-49.51,0.000 ,0.982 ,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Santa Maria (Sardinia),50,2.01,42,194000,0.382,17.05,443,-54.79,3.117 ,0.982 ,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Piana (Maddalena),0,0.043249,5,185370.31,0.351,17.0083,439,-62.56,-0.779 ,0.979 ,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corcelli,0,0.13,20,185370.31,0.359,17.0083,439,-61.22,0.779 ,0.980 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpa,0,0.004084,1,190000,0.156,17.0375,444,-47.53,-0.779 ,0.982 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
settentrionale dei Paduleddi,0,0.02,1,190000,0.286,17.075,443,-47.64,0.779 ,0.982 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scoglio Sud Paduleddi N (i),0,0.000168,1,188374,0.05088378,17.075,444,-47.64,0.000 ,0.982 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scoglio Sud Paduleddi N (ii),0,0.000164,1,188374,0.05088378,17.075,444,-47.64,-0.779 ,0.982 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meridionale dei Paduleddi,0,0.005085,1,190000,0.162,17.075,443,-47.64,-0.779 ,0.982 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrettini,0,0.11,10,185782,0.339,17.0083,439,-59.88,0.000 ,0.978 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
